id,rating,comment,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Другое
3922350,5,очень оперативно вс исправить,0,0,0,1,0,0
3922395,5,быстро качествено оперативно,0,1,0,1,0,0
3922415,5,отзвониться зафиксировать дежурный электрик молодец,0,1,1,0,0,0
3922505,5,всё очень быстро сделать,0,0,0,1,0,0
3922516,5,спасибо быстрый решение заявка,0,0,0,1,0,0
3922726,5,электрик прийти всё проверить объяснить всё спасибо,0,0,1,0,1,0
3922770,5,положительный эмоция специалист очень ответственный благодарность,0,1,1,0,0,0
3922826,5,откусить конец сгореть ноль заменить левый автомат наблюдать далее,1,0,0,0,0,0
3922849,5,мастер александр спасибо,0,0,1,0,0,0
3922963,5,вежливый доброжелательный разъяснить подсказать,0,0,1,0,0,0
3923000,5,хороший девушка менеджер очень понятливый войти положение весь житель донести это руководство благодарить её,0,0,1,0,0,0
3923075,5,спасибо оперативность хороший день,0,0,0,1,0,0
3923181,5,всё быстро прийти мастер сделать всё чётко,0,0,1,1,0,0
3923198,5,самый главное оперативно,0,0,0,1,0,0
3923385,5,прекрасный мастер,0,0,1,0,0,0
3923395,5,сергей анатолиевич мастер свой дело выполнить работа быстро качественно спасибо,0,1,1,1,0,0
3923512,5,отличный специалист вопрос решить спасибо,0,0,1,0,0,0
3923554,5,устранить неполадка очень оперативно качественно спасибо,0,1,0,1,0,0
3923598,1,сделать написать наш город заявка сосед,1,0,0,0,0,0
3923670,5,оперативно быстро спасибо сергей,0,1,1,1,0,0
3923717,5,спасибо классный,0,1,0,0,0,0
3923890,5,хороший вид,0,0,0,0,1,0
3924204,5,благодарить оперативный устранение проблема отдельный благодарность мастер подробный разъяснение причина отсутствие горячейвода приятный общение человеческий отношение,0,0,1,1,0,0
3924313,5,всё быстро оперативно,0,0,0,1,0,0
3924411,4,вопрос решить мусорк снова полный поставить контейнер,1,0,0,0,0,0
3924430,5,спасибо делать хотя заранее предупреждать ранний отключение вода человек вечер успеть её набрать,0,0,0,0,0,1
3924431,5,приехать быстро спасибо,0,0,0,1,0,0
3924473,5,всё быстро работа выполнить,0,0,0,1,0,0
3924568,5,спасибо отлично,0,0,0,0,1,0
3924647,5,спасибо быстрый реакция,0,0,0,1,0,0
3924661,5,всё супер,0,0,0,0,1,0
3924836,5,претензия,1,0,0,0,0,0
3924911,5,спасибо мастер всё починить объяснить,0,0,1,0,0,0
3925142,5,спасибо весь помочь решить данный проблема,0,0,0,0,1,0
3925271,5,спасибо петрина оксана вдадимирович заявка смочь правильно ответить заявка остальной мочь увольнять работать видно галочка,0,0,1,0,0,0
3925338,5,всё очень,0,0,0,0,1,0
3925459,5,замечательный шутро быстро сделать молодец,0,0,0,1,0,0
3925547,5,спасибо решить оперативно,0,0,0,1,0,0
3925616,5,отличный специалист,0,0,1,0,0,0
3925656,5,спасибо никита,0,0,1,0,0,0
3925871,5,оперативно очень вежливый сантехник приятно общаться получить решение проблема минута спасибо,0,0,1,1,0,0
3926222,5,спасибо информация,1,0,0,0,0,0
3926410,5,очень нравиться стать поливать газон,1,0,0,0,0,0
3926559,5,мастер супер,0,0,1,0,0,0
3926660,5,спасибо скорость,0,0,0,1,0,0
3926685,5,спасибо дежурный сантехник,0,0,1,0,0,0
3926847,5,сотрудник позвонить всё понятно объяснить спасибо,0,0,1,0,0,0
3926885,5,спасибо татьяна хороший день,0,0,1,0,0,0
3926964,5,благодарить ук оперативность решение вопрос,0,0,0,1,0,0
3927330,5,сотрудник супер вежливый работа выполнить,0,0,1,0,1,0
3927378,5,спасибо очень быстро принять мера,0,0,0,1,0,0
3927480,5,всё доступно объяснить,0,1,0,0,0,0
3927514,5,отличный специалист всё показать рассказать объяснить,0,0,1,0,0,0
3927621,5,отзывчивый менеджер весь спасибо быстрота,0,0,1,0,0,0
3927634,5,дать консультация ждать решение,0,0,0,0,0,1
3927815,5,оперативно чётко решить вопрос благодарить,0,0,0,1,1,0
3927826,5,всё высокий уровень,0,0,0,0,1,0
3927965,5,спасибо включить кран,0,0,0,0,1,0
3928090,5,хороший специалист спасибо,0,0,1,0,0,0
3928119,5,проблема решить дать исчерпывающий разъяснение рекомеедация,0,0,0,0,0,1
3928138,5,идеально,0,0,0,0,1,0
3928192,5,спасибо помощь мария решить быстро вопрос настоящий специалист,0,0,1,1,0,0
3928288,5,всё пройти быстро спасибо сотрудник,0,0,1,1,0,0
3928290,5,благодаря помощь анастасия быстро всё решить отличный оперативный работа,0,0,1,1,0,0
3928297,5,быстро оперативно спасибо мастер,0,0,1,1,0,0
3928345,5,спасибо ваш работа,0,0,0,0,1,0
3928349,5,всё устранить короткий срок молодец,0,1,0,1,0,0
3928497,5,быстро качественно лишний вопрос нюанс,0,1,0,1,1,0
3928888,5,спасибо быстрый решение вопрос,0,0,0,1,0,0
3929431,5,мгновенно спасибо,0,0,0,1,0,0
3929549,5,оказаться это авария нюанс система водоснабжение отопление всё подробно объяснить спасибо,1,0,0,0,0,0
3929557,5,спасибо отличный работа прекрасный коллектив,1,0,1,0,0,0
3929624,5,спасибо оперативно устранить проблема,0,0,0,1,0,0
3929881,5,быстро понятно спасибо,0,0,0,1,0,0
3929918,4,спасибо проявить участие инциатив,0,0,0,0,0,1
3929997,5,заявка быстро отреагировать,0,0,0,1,0,0
3930019,5,заменить,1,0,0,0,0,0
3930202,5,спасибо оперативный реагирование устранение неисправность,0,1,0,1,0,0
3930255,5,спасибо оперативность решение вопрос,0,0,0,1,0,0
3930387,5,грамотный специалист,0,0,1,0,0,0
3930751,5,электрик быстро прийти всё устранить спасибо очень довольный работа,0,1,1,1,0,0
3930767,5,спасибо оперативность желательно проверить столб освещение,0,0,0,1,0,0
3930838,5,супер оперативно,0,0,0,1,0,0
3930866,5,быстро умтранить,0,0,0,1,0,0
3930927,5,оперативно качественно мастер решить проблема спасибо,0,1,1,1,0,0
3931016,5,быстро исправить спасибо,0,0,0,1,0,0
3931695,5,благодарить помощь,1,0,0,0,0,0
3932129,5,оперативно аккуратно удобный время,0,0,0,1,0,0
3932312,5,быстро обработать заявка спасибо оперативность,0,0,0,1,0,0
3932459,5,молодец спасибо,1,0,0,0,0,0
3932495,5,всё сделать отлично,0,0,0,0,1,0
3932575,5,хороший мастер сделать всё быстро,0,0,1,1,0,0
3932622,3,проблема решить сходить офис разьяснить палец,1,0,0,0,0,0
3932847,5,работа выполнить краткий срок благодарить,1,0,0,1,0,0
3932946,5,мастер прийти следующий день ответить всё вопрос выдать рекомендация устранение проблема спасибо,0,1,1,0,0,0
3932950,5,всё сделать очень быстро спасибо,0,0,0,1,0,0
3932971,5,личный общение решить всё вопрос полный взаимопонимание отлично выполнить работа,0,1,0,0,1,0
3933159,5,спасибо отреагировать очень быстро,0,0,0,1,0,0
3933243,5,очень быстро отреагировать посмотреть далёкий,0,0,0,1,0,0
3933289,5,здравствуйте спасибо геннадий работа всё проверить решить работа просьба ранее вопрос решить закрывать заявка просто передавать информация специалист указанный сфера,0,0,1,0,0,0
3933331,5,благодарить оперативный решение ответственный сотрудник держать курс выполнение заявка отдельный спасибо очень клиентоориентировать подход спасибо,0,0,1,0,0,0
3933799,5,вауа супер спасибо,0,0,0,0,1,0
3934049,5,спасибо очень помочь быстро профессионально,0,0,0,1,1,0
3934120,5,всё нормально спасибо,1,0,0,0,0,0
3934243,5,спасибо татьяна вопрос решиться очень оперативно чётко,0,0,1,1,0,0
3934485,5,спасибо оператор деж аварийный смена оперативный работа,0,0,1,1,0,0
3934520,1,проблема решить временно надеяться люк поменять,0,0,0,0,0,1
3934549,5,отреагировать оперативно проблема решить исправить звонок телефон,0,0,0,1,0,0
3934613,5,ольга птушкина очень быстро грамотно решить наш вопрос спасибо,0,0,1,1,0,0
3934650,5,спасибо обратный связь,1,0,0,0,0,0
3934651,5,очень оперативно внести дать поверка,0,0,0,1,0,0
3934695,5,спасибо быстро среагировать,0,0,0,1,0,0
3934911,2,решиться,1,0,0,0,0,0
3934913,5,сантехник очень быстро отключить вода сварщик очень быстро качественно устранить проблема вновь надеяться увидеться,0,0,1,1,0,0
3934970,5,быстро среагировать,0,0,0,1,0,0
3935103,5,всё сделать течение час спасибо,0,0,0,1,0,0
3935268,5,спасибо оперативно всё сделать,0,0,0,1,0,0
3935291,5,спасибо фотоотчёт,1,0,0,0,0,0
3935478,5,спасибо свет сделать,0,0,0,0,1,0
3935483,5,быстро отреагировать пятёрка спасибо,0,0,0,1,0,0
3935575,5,мастер свой дело,1,0,0,0,1,0
3935602,5,отличный сантехник спасибо работа,0,0,1,0,0,0
3935655,5,замечание устранить,1,0,0,0,0,0
3935801,5,оперативно исправить неполадка спасибо,0,0,0,1,0,0
3935871,5,благодарность оперативный корректный решение вопрос,0,1,0,1,0,0
3936198,5,татьяна супер сотрудник оперативно решать всё вопрос касательно аренда парковочный место пригород лесной татьяна максимально ответственный отзывчивый человек хороший сотрудник управлять компания личный мнение,0,0,1,1,0,0
3936258,5,реагировать быстро отключить сигнализация пожарный тревога спасибо,0,0,0,1,1,0
3936309,5,спасибо проверить пеекрасный работа,1,0,0,0,1,0
3936353,5,спасибо оперативно,1,0,0,1,0,0
3936497,3,ответить быстро увы смочь сделать,0,0,0,1,0,1
3936508,5,спасибо быстрый устранение проблема,0,0,0,1,0,0
3936546,5,здравствуйте спасибо дежурный диспетчер перезвонить течение минута подача заявка благодарить сотрудничество уважение ю п,0,0,1,1,0,0
3936571,5,чётко понятно спасибо,0,1,0,0,0,0
3936715,5,спасибо оператор умничка,0,0,1,0,0,0
3936835,5,спасибо проблема мастер решить быстро качественно,0,1,1,1,0,0
3936898,5,спасибо валерий всё исправить дом тишина спокойствие,0,0,1,0,1,0
3936999,5,лифт работать спасибо,1,0,0,0,1,0
3937078,5,спасибо оперативно качественно,0,1,0,1,0,0
3937325,5,специалист приехать быстро спустить грузовой застрять лифт этаж освободить человек спасибо,0,0,1,1,0,0
3937478,5,ольга спасибо хороший день,0,0,1,0,0,0
3937801,4,надпись убрать внешний вид панель щит испортить остаться царапина,0,0,0,0,0,1
3937869,5,всё решить оперативно,1,0,0,1,0,0
3938059,5,работа непосредственно замена сливной фурнитура ванна выполнить быстро качественно согласование работа процесс бесконечный сожаление польза собственник удаться достигнуть консенсус,0,1,0,1,0,0
3938452,4,устранить быстро хотеться заметить целое недостаток крепление проектирование металлический дверь доводчик крепиться обычный самореза кол ву дырка старый место видно методика крепление продумать самореза металл слабо жить решение недолгий жизненный цикл,0,0,0,1,0,1
3938472,5,очень быстро ответить,0,0,0,1,0,0
3938558,5,мастер достаточно быстро решить наш вопрос повернуть направление регулятор температура батарея отопление сторона выполнение работа аккуратно всё протереть приятно спасибо,0,1,1,1,0,0
3938590,5,всё оперативно качественно,0,1,0,1,0,0
3938597,5,всё сделать быстро профессионально,0,1,0,1,0,0
3938642,5,хороший сотрудник приятно общаться получать ответ всё вопрос,0,0,1,0,0,0
3938725,5,очень быстро оперативно ответить спасибо,0,0,0,1,0,0
3938879,5,спасибо мастер оперативность,0,0,0,1,0,0
3938894,5,спасибо быстро ответить,0,0,0,1,0,0
3939087,5,спасибо качественный работа,0,1,0,0,0,0
3939089,5,спасибо понимание,1,0,0,0,0,0
3939235,5,очень приятный инженер,0,0,1,0,0,0
3939342,5,благодарить починка лифт работать,1,0,0,0,0,0
3939350,5,оперативно сделать спасибо,0,0,0,1,0,0
3939447,5,быстро чётко спасибо,0,0,0,1,0,0
3939683,5,спасибо уборка,1,0,0,0,1,0
3939792,5,молодец наслать время проконсультировать,0,0,0,0,1,0
3939998,5,молодец спасибо оксана,0,0,1,0,1,0
3940096,5,супер кнопка светиться,0,0,0,0,1,0
3940375,5,прислать окно подкрутить быстро,1,0,0,1,0,0
3940395,5,спасибо поставить ждать отопление понять работать,0,0,0,0,1,0
3940717,5,быстро подъезд вполне,0,1,0,1,0,0
3940757,5,спасибо всё понятно благодушно разъяснить,0,0,0,0,1,0
3940842,5,быстро устранить,0,0,0,1,0,0
3940861,5,мастер всё сделать быстро всё отлично работа довольный,0,0,1,1,1,0
3940903,5,спасибо оперативный обратный связь,0,0,0,1,0,0
3940995,5,спасибо грамотный специалист,0,0,1,0,0,0
3941055,5,отличный специалист максим луговой,0,0,1,0,0,0
3941141,5,спасибо всё сделать,0,0,0,0,1,0
3941162,5,отличный работа очень профессиональный вежливый сотрудник,0,0,1,0,0,0
3941310,5,быстро сработать позвонить сказать всё ложный тревога,0,1,0,1,0,0
3941386,5,быстро оперативно демонтировать замок,0,1,0,1,0,0
3941503,5,спасибо сантехник,0,0,1,0,0,0
3941548,5,супер быстро помочь телефон помочь всё решить отлично,0,1,0,1,0,0
3941672,5,лифт снова работать заявка исполнить очень быстро,0,0,0,1,1,0
3941724,5,сотрудник ук никита уборщица нормально помыть этаж,0,0,1,0,0,0
3941762,5,проблема устранить достаточно оперативно,0,0,0,1,0,0
3941800,5,спасибо сотрудник ук никита благодаря нормально помыть этаж спасибо,0,0,1,0,0,0
3941819,5,вопрос молодец супер оперативно,0,0,0,1,1,0
3941927,5,всё пройти отлично заранее позвонить предупредить приход сделать всё быстро вежливый разуться хотя говорить нужно пыльно спасибо,0,0,1,0,1,0
3941951,5,благодарить имя ребёночек родитель,0,0,0,0,1,0
3942424,5,оперативно мастер подойти всё неполадка устранить мастер тактичный молодой человек спасибо,0,0,1,1,0,0
3942447,5,исправить,1,0,0,0,0,0
3942595,5,благодарить оперативность хороший день,0,0,0,1,1,0
3942634,5,оперативно решить вопрос спасибо,0,0,0,1,0,0
3942777,5,замечательный мастер,0,0,1,0,0,0
3942812,5,скорость супер,0,0,0,1,0,0
3942818,5,быстро проучить,0,0,0,1,0,0
3942831,5,роман коллега супер специалист,0,0,1,0,0,0
3942841,5,спасибо мария,0,0,1,0,0,0
3942887,5,спасибо помощь проделать работа,0,1,0,0,1,0
3943072,5,спасибо ольга очень помочь ответить всё вопрос,0,0,1,0,1,0
3943196,5,выполнить отлично,0,0,0,0,1,0
3943364,5,спасибо быстрый реагирование заявка,0,0,0,1,0,0
3943589,5,всё работать спасибо,0,0,0,0,1,0
3943607,5,супербыстро спасибо,0,0,0,1,0,0
3943634,5,спасибо сантехник геннадий качественно оказать услуга профессионализм приятно иметь дело человек,0,1,1,0,0,0
3944008,5,спасибо вопрос решить сжатый срок предоставить обратный связь,0,0,0,1,1,0
3944164,5,электрик снять показание ждать ответ,0,0,0,0,0,1
3944509,5,течь устранить,1,0,0,0,0,0
3944648,5,спасибо проверка обратный звонок разъяснение,0,0,0,0,1,0
3944742,5,спасибо убирать регулярно заявка,1,0,0,0,0,0
3944861,5,оперативно решить проблема,0,0,0,1,0,0
3944996,5,спасибо всё отлично,0,0,0,0,1,0
3945026,5,всё быстро срок спасибо,0,0,0,1,0,0
3945035,5,очень добрый женщина,0,0,1,0,0,0
3945243,4,небольшой неточность консультация нужно набрать код домофон нажать колокольчик панель иначе домашний подъезд пропускать,0,0,0,0,0,1
3945310,5,супер специалист,0,0,1,0,0,0
3945582,5,выполнить быстро хотеться это происходить,0,0,0,1,0,0
3945698,5,всё рассказать объяснить,1,0,0,0,0,0
3945746,5,всё оперативно быстро спасибо,0,0,0,1,0,0
3945794,5,спасибо удивление вопрос решить быстро оперативно,0,0,0,1,0,0
3945901,5,решить ситуация быстро спасибо,0,0,0,1,0,0
3946019,5,спасибо всё выполнить быстро качественно,0,1,0,1,0,0
3946026,5,андрей всё сделать,0,0,1,0,0,0
3946274,5,спасибо лифт заработать,1,0,0,0,0,0
3946414,5,специалист прекрасно выполнить работа благодарный отзывчивость сотрудник,0,0,1,0,1,0
3946690,5,быстро решить проблема,0,0,0,1,0,0
3946716,5,очень оперативно справиться,0,0,0,1,0,0
3946729,5,спасибо очень быстро отреагировать,0,0,0,1,0,0
3946768,5,всё сделать оперативно мастер воронков сергей сделать всё быстро,0,0,1,1,0,0
3946799,5,очень оперативно решить проблема,0,0,0,1,0,0
3946853,5,всё спасибо,0,0,0,0,1,0
3946899,5,добрый день работа исполнить благодарить,1,0,0,0,0,0
3946934,5,спасибо татьяна весь информация обновить,0,0,1,0,0,0
3947311,5,очень подробно спасибо консультация,0,0,0,0,1,0
3947727,5,отзывчивый приятный готовый сразу оформить акт ещё проверить сушилка обнаружить сто кнопка включение,0,0,0,0,1,0
3947806,5,спасибо наш ук специалист причина отсутствие электричество найти сразу быстро устранить,0,0,0,1,1,0
3947834,5,спасибо робот,0,0,0,0,1,0
3947929,5,прекрасно выполнить работа получить ценный рекомендация будущее спасибо,0,0,0,0,1,0
3947984,5,быстро отключить пожарный вытяжка,0,0,0,1,0,0
3948043,5,потрясающе,0,0,0,0,1,0
3948159,5,сделать всё быстро качественно,0,1,0,1,0,0
3948185,5,быстро приехать мастер составить акт,0,0,1,1,0,0
3948226,5,супер мег оперативно спасибо,0,0,0,1,0,0
3948403,5,отличный работа мастер быстро качественно,0,1,1,1,0,0
3948418,5,спасибо своевременный обратный связь всё чётко объяснить культурно,0,0,0,0,1,0
3948436,5,отличный мастер спасибо помощь,0,0,1,0,0,0
3948528,5,благодарить оперативность понимание,0,0,0,1,1,0
3948632,5,спасибо оперативность качество,0,1,0,1,0,0
3948735,5,спасибо решить свой проблема очень платить вовремя долг писать,0,0,0,0,0,1
3948738,5,разобраться спасибо,1,0,0,0,0,0
3948958,5,мастер быстро прийти быстро понять проблема быстро устранить её общий всё отлично спасибо,0,0,1,1,0,0
3949033,5,работа выполнить отлично быстро качественно спасибо,0,1,0,1,0,0
3949214,5,спасибо молодец,1,0,0,0,0,0
3949304,5,спасибо быстрый качественный решение вопрос,0,1,0,1,0,0
3949394,5,всё отлично специалист прийти минута заявка всё оперативно починить,0,0,1,1,0,0
3949561,5,спасибо уборка лифт это временной решение проблемма гадить систематически просьба выявить наказать нарушитель,1,0,0,0,0,0
3949596,5,мастер самый хороший спасибо сотрудник,0,0,1,0,0,0
3949613,5,спасибо быстро сделать красивый светодиодный лампа поставить,0,0,0,1,0,0
3949687,5,оперативно отреагировать заявка устранить,0,0,0,1,1,0
3949875,5,добрый день спасибо прекрасный сотрудник,0,0,1,0,0,0
3949884,5,спасибо оперативность укладка плитка остаться незаделать шов стык сравнение этаж холл шов ровно закрытый просьба завершить работа конец,0,0,0,1,0,1
3950162,5,заявка выполнить слово электрика заявка выполнить квартира собственник проживать,0,0,0,0,0,1
3950433,5,мастер прийти быстро всё быстро сделать,0,0,0,1,0,0
3950683,5,спасибо максимально быстро качественно просто сотрудник месяц,0,1,1,1,0,0
3950893,5,это скорость спасибо,0,0,0,1,0,0
3951189,5,шикарный специалист спасибо отличный работа скорость,0,0,1,1,0,0
3951598,5,первый быстро,0,0,0,1,0,0
3951714,5,добрый утро спасибо больший просьба ранее это светильник менять лампочка лампочка цоколь ставить переходник вернуть пожалуйста,1,0,0,0,0,1
3952062,5,оперативно качественно,0,1,0,1,0,0
3952142,5,остановить течь дать рекомендация делать далёкий спасибо,0,1,0,0,1,0
3952250,5,оперативно вежливый москва,0,0,0,1,1,0
3952354,5,спасибо оперативность понять почему редуктор поставить плохой весь менять,0,0,0,1,0,1
3952439,5,спасибо сантехник быстро устранить засор,0,0,1,1,0,0
3952848,5,приехать быстро всё сделать чётко благодарить,0,0,0,1,0,0
3953130,5,вода стать тёплый,1,0,0,0,0,0
3953192,5,спасибо мастер всё быстро сделать,0,0,1,1,0,0
3953263,5,спасибо быстрый качественный работа,0,1,0,1,0,0
3953366,5,всё подробно показать объяснить спасибо,0,1,0,0,1,0
3953752,5,спасибо разъяснение,0,0,0,0,1,0
3953818,5,сантехник объяснить причина проблема хороший напор вода нужно менять смеситель картридж понятно спасибо,0,0,1,0,0,0
3954582,5,отличный мастер решить профессионально вопрос спасибо,0,0,1,0,1,0
3954839,5,спасибо консультант помочь решение проблема объяснить всё очень доступно спасибо,0,0,1,0,1,0
3955070,5,супер менеджер,0,0,1,0,0,0
3955195,5,спасибо быстрый реакция успокоить,0,0,0,1,1,0
3858246,1,кнопка лифт этаж грузовой лифт сей пора работать,0,0,0,0,0,1
3861485,1,кнопка всё вываливаться,0,0,0,0,0,1
3862765,1,верить действительно травить,0,0,0,0,0,1
4237692,5,быстро прислать код единственный смущать код лёгкий слишком,0,0,0,1,0,0
4237302,5,спасибо быстро оперативно закрепить светильник,0,0,0,1,0,0
4237239,5,всё быстро решить спасибо,0,0,0,1,0,0
4237163,5,оперативный решение вопрос спасибо,0,0,0,1,0,0
4237053,5,благодарить оперативный предоставление информация,0,0,0,1,0,0
4236894,5,всё прекрасно оперативно акт хотеться получить,0,0,0,1,0,0
4236740,5,спасибо оперативность супер,0,0,0,1,0,0
4236551,5,спасибо быстрый ответ всё понятно объяснить,0,0,0,1,0,0
4236530,5,молниеносно,0,0,0,1,0,0
4236406,5,всё отлично сантехник оперативно прийти всё устранить видно спец свой дело,0,0,1,1,0,0
4236382,5,оперативно профессионально всё устранить спасибо,0,0,0,1,0,0
4236102,5,мастер молодец,0,0,1,0,0,0
4235894,5,специалист выйти связь заявка достаточно быстро консультация требоваться муж справиться задача самостоятельно,0,0,0,1,0,1
4235790,5,добросовестный мастер виктор,0,0,1,0,0,0
4235478,5,сожаление протечка всё равно небольшой нужно менять гайка,0,0,0,0,0,1
4235471,5,батарея остыть идти почему заявка закрытый,0,0,0,0,0,1
4235354,5,всё отлично сделать де день спасибо,0,0,0,1,1,0
4235110,5,понимать отрапортовать работа выполнить скрипеть дверь хлопать всё остаться изменение,0,0,0,0,0,1
4234433,5,благадарить оказать услуга,1,0,0,0,0,0
4234406,5,спасибо антон грамотность свой работа,0,0,1,0,0,0
4234085,5,спасибо дмитрий прийти оперативно всё сделать,0,0,1,1,0,0
4233842,5,спасибо оперативный решение заявка,0,0,0,1,0,0
4233795,5,здравствуйте нужный подтверждение оплата квитанция прислать пожалуйста,0,0,0,0,0,1
4233537,5,вопрос декабрь сумма р больший разница,0,0,0,0,0,1
4233528,5,быстро слово сантехника всё сделать,0,0,1,1,0,0
4233496,5,мастер прийти быстро пломба поставить быстро спасибо,0,0,1,1,0,0
4233386,5,консультация вопрос обновление приложение слетать настройка нехорошо,0,0,0,0,0,1
4233334,5,получить схема застройщик бояться повредить проводка розетка выключатель монтаж,0,0,0,0,0,1
4233035,5,оперативно прислать выполнить осмотр составить акт всё интересовать вопрос ответить благодарить,0,0,1,1,0,0
4233009,5,всё быстро,0,0,0,1,1,0
4232957,5,мастер молодец быстро всё качественно сделать,0,1,1,1,0,0
4232822,5,оперативно восстановить элетроэнергия,0,0,0,1,0,0
4232820,5,довольно быстро ликвидировать отсутствие электричество,0,0,0,1,0,0
4232446,5,вежливый специалист,0,0,1,0,0,0
4232359,5,кирилл спасибо позвонить разъяснить ограничение,0,0,1,0,0,0
4232163,5,ответ вопрос предоставить,1,0,0,0,0,0
4232155,5,сантехник валерий объяснить всё телефон пока проблема,0,0,1,0,0,0
4232114,5,быстро оперативно спасибо,0,0,0,1,0,0
4232099,5,спасибо дать сотрудник,0,0,1,0,0,0
4231772,5,звонок поступать звонок,0,0,0,0,0,1
4231359,5,спасибо быстрота,0,0,0,1,0,0
4231245,5,специалист оперативно устранить поломка очень довольный благодарить оперативность специалист выписать премия,0,0,1,1,0,0
4231128,5,быстро отреагировать достаточно быстро устранить течь вечером сантехник ещё прийти удостовериться всё порядок спасибо,0,0,1,1,0,0
4231026,5,спасибо дверь починить,1,0,0,0,0,0
4230799,5,спасибо счётчик заработать,1,0,0,0,0,0
4230769,5,отличный работа быстро качественно аккуратно спасибо,0,0,0,1,0,0
4230424,5,счёт р всё ещё личный кабинет,0,0,0,0,0,1
4230360,5,спасибо оперативность всё настроить,0,0,0,1,0,0
4230075,5,вчера сказать несколько диспетчер заявка протечка жк,0,0,0,0,0,1
4229868,5,всё оперативно исправить молодец,0,0,0,1,0,0
4229707,5,прилья быстро спасибо,0,0,0,1,0,0
4229497,5,спасибо оперативно помочь решить вопрос,0,0,0,1,1,0
4229412,5,оперативно решить вопрос,0,0,0,1,0,0
4229330,5,около спасибо,1,0,0,0,0,0
4229242,5,хороший мужчина консультировать,0,0,1,0,0,0
4229169,5,очень удобно,1,0,0,0,0,0
4229078,5,спасибо уважение евгений,0,0,0,0,1,0
4228897,5,сантехник приехать оперативно устранить протечка смеситель спасибо,0,0,1,1,0,0
4228768,5,специалист отличный вежливый быстро сделать очень довольный,0,0,1,1,0,0
4228491,5,быстро решить проблема электрик прислать сразу заявка спасибо,0,0,1,1,0,0
4228481,5,здравствуйте спасибо специалист быстрый ответ решение наш проблема,0,0,1,1,0,0
4228411,5,оперативно быстро супер,0,0,0,1,0,0
4228313,5,устный разрешение установка кодовый замок получить установка сообщить код управлять компания спасибо,0,0,0,0,0,1
4228280,5,детализация предоставить закащана просьба выдать всё месяц год,0,0,0,0,0,1
4227944,5,слишком часто ломаться лифт,0,0,0,0,0,1
4227915,5,всё замечательный,1,0,0,0,0,0
4227850,5,спасибо помощь решение вопрос,1,0,0,0,0,0
4227759,5,быстро отключить спасибо,0,0,0,1,0,0
4227554,5,оценка оперативность отлично уборка спасибо,0,0,0,1,0,0
4227480,5,приходить ук сказать деньга купить новый ключ основание выдать рабочий платить домофон ещё ключ должный покупать сосед дать бесплатно,0,0,0,0,0,1
4227035,5,спасибо вопрос решить быстро специалист профессионал свой дело,0,0,1,1,0,0
4226978,5,починить,1,0,0,0,0,0
4226802,5,спасибо быстро отреагировать проблема решить,1,0,0,1,0,0
4226734,5,приятно удивить вопрос решиться менее сутки спасибо красиво отравлять воздух портить вид,0,0,0,1,0,0
4226718,5,всё прекрасно спасибо,0,0,0,0,1,0
4226706,5,спасибо всё быстро устранить,0,0,0,1,0,0
4226692,5,здорово подсказать догадаться,0,0,0,0,0,1
4226652,5,спасибо куприянов,0,0,1,0,0,0
4226636,5,спасибо специалист ук который небезразличный спасибо куприянов,0,0,1,0,0,0
4226443,5,быстро исправить причина шум щиток спасибо оперативность,0,0,0,1,0,0
4226268,5,спасибо разъяснение всё ясно понятно,0,0,0,0,1,0
4226175,5,оперативно отреагировать быстро сделать спасибо,0,0,0,1,0,0
4226089,5,спасибо сказать пожалуйста андроид откуда скачать данный приложение получаться писать поддерживаться,0,0,0,0,0,1
4225989,5,спасибо скорость работа,0,0,0,1,0,0
4225811,5,стул привезти зеркало,0,0,0,0,0,1
4225753,5,сантехник прийти всё сделать,0,0,1,1,0,0
4225724,5,спасибо александр всё оперативно выполнить очень внимательно уважительно исполнить заказ,0,0,1,1,0,0
4225635,5,спасибо ждать перерасчёт,1,0,0,0,0,0
4225626,5,очень оперативно решить вопрос спасибо,0,0,0,1,0,0
4225575,5,красавчег,1,0,0,0,0,0
4225435,5,спасибо всё устранить,1,0,0,0,0,0
4225170,5,прислать очень оперативно,0,0,0,1,0,0
4225040,5,отличный аккуратный специалист,0,0,1,0,0,0
4225032,5,всё сделать быстро качественно спасибо мастер,0,1,1,1,0,0
4224936,5,супер мастер,0,0,1,0,0,0
4224874,5,мерси,1,0,0,0,0,0
4224703,5,спасибо решение вопрос,1,0,0,0,0,0
4224664,5,спасибо всё исправить,1,0,0,0,0,0
4224554,5,спасибо всё понять,0,0,0,0,0,1
4224482,5,жаль первый звонок,0,0,0,0,0,1
4224118,5,просьба очищать своевременна дожидаться заявка,0,0,0,0,0,1
4224033,5,мастер отключить колонка оповещение сеть пищать перестать оповещать,0,0,0,0,0,1
4224005,5,наслать причина,1,0,0,0,0,0
4223977,5,оперативно удобно,1,0,0,1,0,0
4223959,5,всё отлично выявить проблема,1,0,0,0,0,0
4223869,5,спасибо всё очень оперативно приятно слышать понимать весь добрый,0,0,0,1,1,0
4223859,5,весь ночь стоять палета стеллаж подъезд,0,0,0,0,0,1
4223800,5,ответ вопрос,0,0,0,0,0,1
