id,rating,comment,categories,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Другое
3922415,5,"Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻 ","{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
3922505,5,всё очень быстро сделали ,Нравится скорость отработки заявок,0,0,0,1,0,0
3922516,5,спасибо огромное за быстрое решение моей заявки! 👍,Нравится скорость отработки заявок,0,0,0,1,0,0
3922726,5,"Электрик пришел, все проверил и нам объяснил все. Спасибо большое! ","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3922770,5,"Только положительные эмоции,специалист очень ответственный,огромная благодарность!","{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
3922826,5,Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.,Вопрос решен,1,0,0,0,0,0
3922849,5,Мастеру Александру спасибо большое! ,Нравится качество работы сотрудников,0,0,1,0,0,0
3922963,5,"Вежливые, доброжелательные. Разъяснили, подсказали.",Нравится качество работы сотрудников,0,0,1,0,0,0
3923000,5,Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! ,Нравится качество работы сотрудников,0,0,1,0,0,0
3923075,5,Спасибо большое за оперативность! Хорошего дня вам! ,Нравится скорость отработки заявок,0,0,0,1,0,0
3923181,5,Все хорошо !  Быстро пришел мастер сделал все четко . ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3923198,5,"Самое главное,оперативно.",Нравится скорость отработки заявок,0,0,0,1,0,0
3923385,5,прекрасный мастер ,Нравится качество работы сотрудников,0,0,1,0,0,0
3923395,5,"Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3923512,5,"Отличный специалист, вопрос решен. Спасибо.",Нравится качество работы сотрудников,0,0,1,0,0,0
3923554,5,устранили неполадку очень оперативно и качественно. большое спасибо. ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3923598,1,"Сделали после того,как написали в наш город заявки соседи ",Вопрос решен,1,0,0,0,0,0
3923670,5,"Оперативно и быстро,спасибо Сергею!","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3923717,5,спасибо) вы классные 🥰,Нравится качество выполнения заявки,0,1,0,0,0,0
3923890,5,в лучшем виде ,Понравилось выполнение заявки,0,0,0,0,1,0
3924204,5,"Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3924205,5,Спасибо большое вам за работу!,Понравилось выполнение заявки,0,0,0,0,1,0
3924313,5,"все быстро и оперативно 
",Нравится скорость отработки заявок,0,0,0,1,0,0
3924411,4,"Вопрос решен,ну мусорка снова полная.можно поставить два контейнера? ",Вопрос решен,1,0,0,0,0,0
3924430,5,"Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! ",Другое,0,0,0,0,0,1
3924431,5,Приехали быстро. Спасибо!,Нравится скорость отработки заявок,0,0,0,1,0,0
3924473,5,Всё быстро . Работа выполнена,Нравится скорость отработки заявок,0,0,0,1,0,0
3924568,5,"спасибо, отлично ",Понравилось выполнение заявки,0,0,0,0,1,0
3924647,5,спасибо за быструю реакцию!,Нравится скорость отработки заявок,0,0,0,1,0,0
3924661,5,Все супер,Понравилось выполнение заявки,0,0,0,0,1,0
3924836,5,Претензий нет,Вопрос решен,1,0,0,0,0,0
3924911,5,"Спасибо большое мастеру, все починил, объяснил! ",Нравится качество работы сотрудников,0,0,1,0,0,0
3925142,5,спасибо большое всем кто помог решить данную проблему ,Понравилось выполнение заявки,0,0,0,0,1,0
3925271,5,"Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок  только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.",Нравится качество работы сотрудников,0,0,1,0,0,0
3925338,5,Все очень хорошо ,Понравилось выполнение заявки,0,0,0,0,1,0
3925362,5,Быстро и четко!)),Нравится скорость отработки заявок,0,0,0,1,0,0
3925459,5,замечательный шутро и быстро сделали Молодец 👍,Нравится скорость отработки заявок,0,0,0,1,0,0
3925547,5,спасибо. решили оперативно! ,Нравится скорость отработки заявок,0,0,0,1,0,0
3925616,5,Отличный специалист! ,Нравится качество работы сотрудников,0,0,1,0,0,0
3925656,5,Спасибо Никита💪,Нравится качество работы сотрудников,0,0,1,0,0,0
3925871,5,Оперативно. Очень вежливый сантехник. Приятно было общаться и получить решение проблемы через 25 минут. Спасибо.,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3926222,5,спасибо за информацию!,Вопрос решен,1,0,0,0,0,0
3926410,5,Очень нравится что стали поливать газон,Вопрос решен,1,0,0,0,0,0
3926559,5,мастер супер!!!,Нравится качество работы сотрудников,0,0,1,0,0,0
3926660,5,спасибо большое за скорость,Нравится скорость отработки заявок,0,0,0,1,0,0
3926685,5,Спасибо дежурному сантехнику,Нравится качество работы сотрудников,0,0,1,0,0,0
3926847,5,Сотрудник позвонил и всё понятно объяснил. Спасибо.,Нравится качество работы сотрудников,0,0,1,0,0,0
3926885,5,Спасибо Вам Татьяна. Хорошего дня 🤝👍😎,Нравится качество работы сотрудников,0,0,1,0,0,0
3926964,5,Благодарю УК за оперативность и решение моего вопроса.,Нравится скорость отработки заявок,0,0,0,1,0,0
3927060,1,хорошо ,Другое,0,0,0,0,0,1
3927330,5,"Сотрудник супер,вежливый и работа выполнена на 5+","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3927378,5,Спасибо. Очень быстро приняли меры.,Нравится скорость отработки заявок,0,0,0,1,0,0
3927480,5,Все доступно объяснили.,Нравится качество выполнения заявки,0,1,0,0,0,0
3927514,5,"Отличный специалист. Все показал, рассказал объяснил.",Нравится качество работы сотрудников,0,0,1,0,0,0
3927621,5,"отзывчивые менеджеры, всем спасибо за быстроту",Нравится качество работы сотрудников,0,0,1,0,0,0
3927634,5,"Дана консультация, жду решения",Другое,0,0,0,0,0,1
3927815,5,Оперативно и четко решен вопрос. Благодарю. ,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3927826,5,все на высшем уровне ,Понравилось выполнение заявки,0,0,0,0,1,0
3927965,5,"Спасибо,что включили кран ",Понравилось выполнение заявки,0,0,0,0,1,0
3928090,5,Лучший специалист! Спасибо ,Нравится качество работы сотрудников,0,0,1,0,0,0
3928119,5,"проблема не решена,но даны исчерпывающие разъяснения и рекомеедации",Другое,0,0,0,0,0,1
3928138,5,Идеально!,Понравилось выполнение заявки,0,0,0,0,1,0
3928192,5,спасибо большое за помощь!Мария решила быстро вопрос.Настоящий специалист. ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928288,5,"все прошло быстро,спасибо сотруднику. ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928290,5,"Благодаря помощи Анастасии, быстро всё решили. Отличная, оперативная работа","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928297,5,Быстро и оперативно спасибо мастеру ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928345,5,Спасибо за вашу работу! ,Понравилось выполнение заявки,0,0,0,0,1,0
3928349,5,Все устранили в короткие сроки. Молодцы,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3928497,5,"быстро, качественно, без лишних вопросов и нюансов ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,1,1,0
3928714,5,"оперативно,  качественно! спасибо!","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3928888,5,спасибо за быстрое решение вопроса! ,Нравится скорость отработки заявок,0,0,0,1,0,0
3929431,5,Мгновенно. Спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3929549,5,"Оказалось, что это не авария, а нюансы системы водоснабжения и отопления.
Всё подробно объяснили, спасибо!)",Вопрос решен,1,0,0,0,0,0
3929557,5,"Спасибо. Отличная работа, прекрасный коллектив ","{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",1,0,1,0,0,0
3929624,5,Спасибо) Оперативно устранили проблему.,Нравится скорость отработки заявок,0,0,0,1,0,0
3929881,5,"быстро понятно спасибо 
",Нравится скорость отработки заявок,0,0,0,1,0,0
3929910,5,вопрос решен,Вопрос решен,1,0,0,0,0,0
3929918,4,Спасибо за проявленное участие и инциативу.,Другое,0,0,0,0,0,1
3929997,5,Хоть на заявки быстро отреагировали ,Нравится скорость отработки заявок,0,0,0,1,0,0
3930019,5,Заменили,Вопрос решен,1,0,0,0,0,0
3930202,5,Спасибо большое за оперативное реагирование и устранение неисправностей! ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3930255,5,Большое спасибо за оперативность решения вопроса!,Нравится скорость отработки заявок,0,0,0,1,0,0
3930387,5,грамотный специалист.,Нравится качество работы сотрудников,0,0,1,0,0,0
3930751,5,"Электрик быстро пришёл и всё устранил! Спасибо, очень доволен работой! ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3930767,5,"Спасибо за оперативность, желательно проверить и другие столбы освещения ",Нравится скорость отработки заявок,0,0,0,1,0,0
3930838,5,супер оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3930866,5,быстро умтранили,Нравится скорость отработки заявок,0,0,0,1,0,0
3930927,5,Оперативно и качественно мастер решил проблему! Огромное спасибо ему.,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3931016,5,"Быстро исправили, спасибо!",Нравится скорость отработки заявок,0,0,0,1,0,0
3931695,5,Благодарю за помощь!,Вопрос решен,1,0,0,0,0,0
3932129,5,"Оперативно, аккуратно, в удобное время. ",Нравится скорость отработки заявок,0,0,0,1,0,0
3932312,5,"Быстро обработали заявку, спасибо за оперативность",Нравится скорость отработки заявок,0,0,0,1,0,0
3932459,5,"Молодцы, спасибо ",Вопрос решен,1,0,0,0,0,0
3932495,5,Всё сделали отлично,Понравилось выполнение заявки,0,0,0,0,1,0
3932575,5,Хороший мастер сделал всё быстро ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3932622,3,проблема решена после того как сходил в офис и разьяснил на пальцах,Вопрос решен,1,0,0,0,0,0
3932847,5,"Работа выполнена,  в кратчайший срок. Благодарю ","{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
3932946,5,"Мастер пришел на следующий день и ответил на все вопросы, выдал рекомендации по устранению проблемы. Спасибо!","{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
3932950,5,Все сделали очень быстро! Спасибо большое!,Нравится скорость отработки заявок,0,0,0,1,0,0
3932971,5,"При личном общении были решены все вопросы, полное взаимопонимание, отлично выполненная работа... ","{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,0,1,0
3933019,5,Всё супер ,Понравилось выполнение заявки,0,0,0,0,1,0
3933123,5,"Спасибо, всё оперативно сделано!",Нравится скорость отработки заявок,0,0,0,1,0,0
3933159,5,"спасибо,отреагировали очень быстро!",Нравится скорость отработки заявок,0,0,0,1,0,0
3933243,5,"очень быстро отреагировали..посмотрим ,как дальше будет..",Нравится скорость отработки заявок,0,0,0,1,0,0
3933289,5,"Здравствуйте. Спасибо Геннадию за работу. Все проверил и решил работу. Просьба если ранее вопрос не решен, то не закрывать заявки просто так, а передавать информацию специалистам в указанной сфере. ",Нравится качество работы сотрудников,0,0,1,0,0,0
3933331,5,"Благодарю за оперативное решение. Ответственный сотрудник держал меня в курсе выполнения заявки,за что ему отдельное спасибо.Очень клиентоориентированный подход! Спасибо!",Нравится качество работы сотрудников,0,0,1,0,0,0
3933799,5,"Вауу, супер спасибо",Понравилось выполнение заявки,0,0,0,0,1,0
3933980,5,Наконец то.  Спасибо. ,Вопрос решен,1,0,0,0,0,0
3934049,5,"Огромное спасибо, очень помогли! Быстро и профессионально! ","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3934120,5,"все нормально, спасибо


",Вопрос решен,1,0,0,0,0,0
3934243,5,"Спасибо огромное Татьяне, вопрос решился очень оперативно и четко. ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934485,5,"Спасибо оператору,  деж. (аварийной) смене за оперативную работу!!!","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934520,1,"Проблему решили временно, надеюсь люк поменяют",Другое,0,0,0,0,0,1
3934549,5,"Отреагировали оперативно, проблему решили и исправили по звонку телефона! 
 ",Нравится скорость отработки заявок,0,0,0,1,0,0
3934613,5,Ольга Птушкина  очень быстро и грамотно решила наш вопрос .Большое спасибо !!!,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934650,5,Спасибо за обратную связь! ,Вопрос решен,1,0,0,0,0,0
3934651,5,очень оперативно внесли данные по поверке ,Нравится скорость отработки заявок,0,0,0,1,0,0
3934695,5,"Спасибо Вам большое, быстро среагировали",Нравится скорость отработки заявок,0,0,0,1,0,0
3934911,2,Решилось само собой,Вопрос решен,1,0,0,0,0,0
3934913,5,"Сантехник очень быстро отключил воду, а сварщик очень быстро и качественно устранил проблему вновь, надеюсь, больше не увидимся ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934970,5,Быстро среагировали ,Нравится скорость отработки заявок,0,0,0,1,0,0
3935103,5,"Все сделали в течении часа, спасибо.",Нравится скорость отработки заявок,0,0,0,1,0,0
3935268,5,Большое спасибо я! Оперативно все сделали!,Нравится скорость отработки заявок,0,0,0,1,0,0
3935291,5,Спасибо за фотоотчет,Вопрос решен,1,0,0,0,0,0
3935478,5,"Спасибо большое, свет сделали",Понравилось выполнение заявки,0,0,0,0,1,0
3935483,5,Быстро отреагировали. Пятерка!👍 Спасибо.,Нравится скорость отработки заявок,0,0,0,1,0,0
3935575,5,Мастер своего дела!,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3935602,5,отличный сантехник. спасибо за работу!,Нравится качество работы сотрудников,0,0,1,0,0,0
3935655,5,замечания устранены,Вопрос решен,1,0,0,0,0,0
3935801,5,Оперативно исправили неполадку. Спасибо! ,Нравится скорость отработки заявок,0,0,0,1,0,0
3935871,5,Огромная благодарность за оперативное и корректное решение моего вопроса!🌸,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3935906,5,Супер! Спасибо большое!,Понравилось выполнение заявки,0,0,0,0,1,0
3936198,5,"Татьяна - супер сотрудник, оперативно решает все вопросы, касательно аренды парковочного места в Пригороде Лесном.   Татьяна максимально ответственный и отзывчивый человек!  Лучший сотрудник в Управляющей компании, по моему личному мнению!","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3936258,5,Реагировали быстро отключили сигнализацию пожарный тревоги. Спасибо огромное! ,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3936309,5,спасибо что проверили ! пеекрасная работа!,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3936353,5,Спасибо! Оперативно!,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
3936497,3,"ответили быстро, но увы ничего не смогут сделать.","{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
3936508,5,спасибо за быстрое устранение проблемы ,Нравится скорость отработки заявок,0,0,0,1,0,0
3936546,5,"Здравствуйте! Большое спасибо дежурному диспетчеру-перезвонил в течение 5 минут от подачи заявки. Благодарю за сотрудничество! С уважением, Ю. П. ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3936571,5,"Четко и понятно, спасибо",Нравится качество выполнения заявки,0,1,0,0,0,0
3936715,5,"Спасибо, оператор умничка",Нравится качество работы сотрудников,0,0,1,0,0,0
3936835,5,Спасибо большое. Проблему мастер решил быстро и качественно 👍!!!,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3936898,5,"Спасибо, Валерию! Все исправил, теперь дома тишина и спокойствие☺️","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3936999,5,"Лифт работает,,спасибо.","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3937078,5,"Спасибо , оперативно и качественно ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3937325,5,"специалисты приехали быстро, спустили грузовой застрявший лифт на 1 этаж, освободили человека. большое спасибо 
","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3937478,5,"Ольга, большое спасибо. Хорошего дня.",Нравится качество работы сотрудников,0,0,1,0,0,0
3937801,4,"надписи убраны, но внешний вид панелей щита испорчен. остались царапины. ",Другое,0,0,0,0,0,1
3937869,5,"Все, решили оперативно ","{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
3938059,5,"Работы непосредственно по замене сливной фурнитуры ванны выполнены быстро и качественно. А вот согласование работ - процесс бесконечный, к сожалению и не в пользу собственника. Хорошо, что удалось достичь консенсуса. ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3938452,4,"Устранили быстро. Хотелось бы заметить в целом недостатки крепления как в проектировании, когда в металлическую дверь доводчики крепятся обычными саморезами. По кол-ву дырок от старых мест видно, что сама по себе методика крепления не продумана. Саморез в металл - слабо живущее решение, с недолгим жизненным циклом.","{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
3938472,5,очень быстро ответили,Нравится скорость отработки заявок,0,0,0,1,0,0
3938558,5,"Мастер достаточно быстро решил наш вопрос. Надо было повернуть направление регулятора температуры на батарее отопления в другую сторону. После выполнения работы аккуратно все протер,что приятно. Большое спасибо! ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3938590,5,Все оперативно и качественно!,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3938597,5,Все было сделано быстро и профессионально ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3938642,5,Хороший сотрудник. Приятно общаться и получать ответы на все вопросы. ,Нравится качество работы сотрудников,0,0,1,0,0,0
3938725,5,Очень быстро! Оперативно ответили! Спасибо!!!,Нравится скорость отработки заявок,0,0,0,1,0,0
3938879,5,Спасибо мастерам за оперативность !!! ,Нравится скорость отработки заявок,0,0,0,1,0,0
3938894,5,Спасибо что быстро ответили👍,Нравится скорость отработки заявок,0,0,0,1,0,0
3939087,5,спасибо большое вам за качественную работу.,Нравится качество выполнения заявки,0,1,0,0,0,0
3939089,5,Спасибо Вам за понимание 👍,Вопрос решен,1,0,0,0,0,0
3939235,5,Очень приятный инженер ,Нравится качество работы сотрудников,0,0,1,0,0,0
3939342,5,Благодарю за починку лифта! Работает!,Вопрос решен,1,0,0,0,0,0
3939350,5,"оперативно сделали, спасибо",Нравится скорость отработки заявок,0,0,0,1,0,0
3939447,5,Быстро и четко)спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3939683,5,Спасибо большое за уборку!,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3939792,5,"молодцы, даже нашли время проконсультировать",Понравилось выполнение заявки,0,0,0,0,1,0
3939998,5,Молодцы  большое спасибо Оксана!,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3940096,5,"супер, теперь кнопка светится",Понравилось выполнение заявки,0,0,0,0,1,0
3940214,5,очень оперативно! спасибо огромное! ,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3940375,5,"Пришли,, окна подкрутили. Быстро. ","{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
3940395,5,"спасибо что поставили, теперь ждем отопления чтоб понять работает или нет. ",Понравилось выполнение заявки,0,0,0,0,1,0
3940684,5,спасибо Вам за работу ,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3940717,5,"быстро, для подъезда вполне хорошо)","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3940757,5,Спасибо. Все понятно и благодушно разъяснили.,Понравилось выполнение заявки,0,0,0,0,1,0
3940842,5,Быстро устранили👍🏻,Нравится скорость отработки заявок,0,0,0,1,0,0
3940861,5,"Мастер все сделал быстро. Все отлично, работой довольна","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,1,1,0
3940903,5,Спасибо за оперативную обратную связь 🫶,Нравится скорость отработки заявок,0,0,0,1,0,0
3940995,5,спасибо за грамотного специалиста! ,Нравится качество работы сотрудников,0,0,1,0,0,0
3941055,5,отличный специалист Максим Луговой,Нравится качество работы сотрудников,0,0,1,0,0,0
3941141,5,"Большое спасибо, всё сделали",Понравилось выполнение заявки,0,0,0,0,1,0
3941162,5,Отличная работа! очень профессиональный и вежливый сотрудник!,Нравится качество работы сотрудников,0,0,1,0,0,0
3941310,5,"быстро сработали, позвонили, сказали, что все хорошо ,ложная тревога ","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3941386,5,быстро и оперативно демонтировали замок,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3941457,5,"Оперативно, благодарю!",Нравится скорость отработки заявок,0,0,0,1,0,0
3941503,5,Большое спасибо сантехнику! ,Нравится качество работы сотрудников,0,0,1,0,0,0
3941548,5,супер-быстро помогли. по телефону помогли все решить. отлично!,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3941672,5,Лифт снова работает. Заявку исполнили очень быстро,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3941724,5,Если бы не сотрудник УК Никита - уборщицы бы никогда нормально не помыли нам этаж,Нравится качество работы сотрудников,0,0,1,0,0,0
3941762,5,"Проблема устранена, достаточно оперативно ",Нравится скорость отработки заявок,0,0,0,1,0,0
3941800,5,"Спасибо сотруднику ук Никита, благодаря ему нам нормально  помыли  этаж, спасибо большое",Нравится качество работы сотрудников,0,0,1,0,0,0
3941819,5,"Вопросов нет, молодцы. Супер оперативно ","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3941927,5,"всё прошло отлично, заранее позвонил предупредил о приходе, сделал всё быстро, вежливый, разулся хотя я говорил что не нужно у нас пыльно. Спасибо.","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3941951,5,Благодарю от имени деток и их родителей!,Понравилось выполнение заявки,0,0,0,0,1,0
3942001,5,"Отлично, спасибо большое ",Понравилось выполнение заявки,0,0,0,0,1,0
3942424,5,Оперативно мастер подошёл. Все неполадки устранены. Мастер - тактичный молодой человек. Спасибо! ,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3942447,5,Исправлено ,Вопрос решен,1,0,0,0,0,0
3942595,5,Благодарю за оперативность ))Хорошего дня),"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3942634,5,"Оперативно решили вопрос, спасибо.",Нравится скорость отработки заявок,0,0,0,1,0,0
3942777,5,Замечательный мастер ,Нравится качество работы сотрудников,0,0,1,0,0,0
3942812,5,Скорость супер ,Нравится скорость отработки заявок,0,0,0,1,0,0
3942818,5,Быстро проучила,Нравится скорость отработки заявок,0,0,0,1,0,0
3942831,5,Роман и его коллега СУПЕР специалисты 👍🏻👍🏻👍🏻,Нравится качество работы сотрудников,0,0,1,0,0,0
3942841,5,Спасибо большое Мария🤝 👍,Нравится качество работы сотрудников,0,0,1,0,0,0
3942887,5,"Огромное спасибо, за помощь и проделанную Вами работу!","{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,0,1,0
3943072,5,Большое спасибо Ольге - очень помогла и ответила на все вопросы ❤️❤️❤️,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3943196,5,выполнена отлично!,Понравилось выполнение заявки,0,0,0,0,1,0
3943364,5,Спасибо за быстрое реагирование заявки ,Нравится скорость отработки заявок,0,0,0,1,0,0
3943589,5,"все работает,спасибо",Понравилось выполнение заявки,0,0,0,0,1,0
3943607,5,супербыстро. спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3943634,5,Огромное спасибо сантехнику Геннадию за качественно оказанную услугу и профессионализм. Приятно иметь дело с такими людьми.,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
3944008,5,Спасибо! Вопрос решен в сжатые сроки и была предоставлена обратная связь.,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3944164,5,электрик снял показания. будем ждать ответ,Другое,0,0,0,0,0,1
3944488,5,спасибо огромное за понимание!,Понравилось выполнение заявки,0,0,0,0,1,0
3944509,5,Течь устранена,Вопрос решен,1,0,0,0,0,0
3944648,5,"Спасибо за проверку, за обратный звонок и разъяснение ",Понравилось выполнение заявки,0,0,0,0,1,0
3944742,5,"спасибо, но можно убирать регулярно и  без заявок",Вопрос решен,1,0,0,0,0,0
3944810,5,Быстро! Оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3944861,5,Оперативно решила проблему),Нравится скорость отработки заявок,0,0,0,1,0,0
3944876,5,Всё быстро и оперативно!,Нравится скорость отработки заявок,0,0,0,1,0,0
3944996,5,"Спасибо большое, всё отлично👍",Понравилось выполнение заявки,0,0,0,0,1,0
